message_id,timestep,source,target
98,1,1,9
110,1,190,377
108,1,338,584
89,1,146,797
98,1,1,11
113,1,194,985
109,1,267,722
98,1,1,12
89,1,146,985
111,1,282,716
98,1,1,15
89,1,146,999
110,1,190,407
108,1,338,647
113,1,194,989
98,1,1,17
109,1,267,846
111,1,282,975
114,1,424,434
110,1,190,565
109,1,267,872
114,1,424,662
115,1,456,526
117,1,411,600
110,1,190,650
117,1,411,693
120,1,0,1
119,1,274,368
115,1,456,557
116,1,213,874
119,1,274,412
121,1,630,783
98,1,1,18
120,1,0,2
110,1,190,658
117,1,411,954
125,1,310,361
110,1,190,665
119,1,274,669
123,1,526,873
124,1,96,103
125,1,310,444
129,1,93,120
98,1,1,19
120,1,0,4
127,1,136,290
125,1,310,484
124,1,96,183
110,1,190,813
129,1,93,178
125,1,310,488
120,1,0,5
124,1,96,374
98,1,1,20
98,1,1,30
110,1,190,948
125,1,310,739
129,1,93,229
124,1,96,557
127,1,136,385
129,1,93,382
130,1,717,876
98,1,1,36
120,1,0,7
125,1,310,858
124,1,96,802
132,1,291,425
127,1,136,403
98,1,1,41
130,1,717,904
124,1,96,808
129,1,93,401
98,1,1,46
135,1,6,13
127,1,136,463
120,1,0,8
132,1,291,870
133,1,252,321
129,1,93,598
98,1,1,52
136,1,222,264
135,1,6,37
120,1,0,11
133,1,252,518
136,1,222,772
98,1,1,53
137,1,652,833
135,1,6,43
135,1,6,48
141,1,872,903
120,1,0,13
129,1,93,765
144,1,245,262
135,1,6,62
138,1,256,430
98,1,1,79
143,1,361,453
142,1,412,469
138,1,256,616
144,1,245,334
135,1,6,252
98,1,1,80
143,1,361,707
120,1,0,15
98,1,1,82
135,1,6,289
142,1,412,636
145,1,422,469
145,1,422,550
144,1,245,441
142,1,412,711
138,1,256,949
135,1,6,321
146,1,304,338
120,1,0,16
147,1,618,854
148,1,572,620
135,1,6,387
98,1,1,83
144,1,245,666
120,1,0,17
135,1,6,397
150,1,608,863
149,1,249,433
120,1,0,21
151,1,602,702
98,1,1,92
120,1,0,24
150,1,608,941
144,1,245,864
98,1,1,129
135,1,6,415
149,1,249,512
120,1,0,29
153,1,344,352
149,1,249,597
120,1,0,30
151,1,602,852
155,1,607,674
135,1,6,425
153,1,344,473
154,1,659,767
149,1,249,696
98,1,1,131
135,1,6,919
155,1,607,773
120,1,0,32
154,1,659,982
157,1,562,719
155,1,607,859
98,1,1,135
156,1,563,638
120,1,0,33
158,1,71,118
153,1,344,490
156,1,563,720
160,1,612,883
159,1,159,733
160,1,612,933
120,1,0,35
158,1,71,784
98,1,1,142
165,1,196,203
166,1,763,957
153,1,344,534
156,1,563,769
158,1,71,958
120,1,0,37
165,1,196,259
170,1,312,328
120,1,0,41
153,1,344,687
165,1,196,285
169,1,493,690
170,1,312,790
167,1,770,844
174,1,463,968
165,1,196,375
165,1,196,380
165,1,196,492
120,1,0,46
172,1,101,200
98,1,1,143
165,1,196,500
171,1,308,458
172,1,101,244
120,1,0,51
153,1,344,754
177,1,69,97
165,1,196,629
165,1,196,704
98,1,1,151
179,1,140,201
172,1,101,266
153,1,344,786
98,1,1,187
172,1,101,280
179,1,140,219
177,1,69,158
165,1,196,877
120,1,0,52
153,1,344,836
179,1,140,270
98,1,1,207
177,1,69,310
153,1,344,875
172,1,101,522
165,1,196,921
179,1,140,383
177,1,69,322
98,1,1,217
120,1,0,60
179,1,140,390
153,1,344,968
180,1,170,176
172,1,101,667
98,1,1,225
179,1,140,712
120,1,0,64
181,1,238,247
172,1,101,689
180,1,170,286
177,1,69,444
172,1,101,716
180,1,170,333
181,1,238,323
179,1,140,840
120,1,0,69
120,1,0,72
177,1,69,508
181,1,238,670
172,1,101,760
179,1,140,912
180,1,170,439
120,1,0,81
98,1,1,232
180,1,170,519
181,1,238,692
177,1,69,615
182,1,299,387
120,1,0,86
180,1,170,601
98,1,1,238
177,1,69,829
183,1,49,71
182,1,299,563
181,1,238,789
172,1,101,817
185,1,54,60
120,1,0,89
98,1,1,253
180,1,170,717
120,1,0,96
184,1,92,143
183,1,49,88
185,1,54,70
186,1,762,800
98,1,1,257
120,1,0,111
183,1,49,106
184,1,92,253
180,1,170,904
185,1,54,73
186,1,762,890
120,1,0,115
98,1,1,282
184,1,92,614
187,1,105,110
183,1,49,270
180,1,170,981
98,1,1,294
188,1,591,701
183,1,49,306
98,1,1,303
120,1,0,130
184,1,92,806
185,1,54,169
188,1,591,821
187,1,105,176
120,1,0,139
183,1,49,421
187,1,105,190
120,1,0,175
98,1,1,313
191,1,569,676
120,1,0,221
185,1,54,172
190,1,384,484
187,1,105,213
98,1,1,319
183,1,49,466
185,1,54,195
187,1,105,287
98,1,1,320
183,1,49,765
191,1,569,748
187,1,105,300
120,1,0,251
183,1,49,953
185,1,54,233
190,1,384,487
98,1,1,323
120,1,0,261
190,1,384,672
193,1,120,121
187,1,105,317
120,1,0,265
98,1,1,337
120,1,0,275
185,1,54,297
185,1,54,317
190,1,384,740
187,1,105,327
98,1,1,445
194,1,961,979
197,1,228,297
193,1,120,122
187,1,105,370
198,1,8,28
197,1,228,395
185,1,54,339
98,1,1,457
193,1,120,126
120,1,0,276
198,1,8,47
120,1,0,307
193,1,120,140
185,1,54,408
187,1,105,423
197,1,228,585
187,1,105,672
198,1,8,66
120,1,0,310
193,1,120,188
98,1,1,460
185,1,54,509
200,1,336,404
201,1,668,710
98,1,1,472
120,1,0,319
193,1,120,199
198,1,8,105
185,1,54,628
202,1,490,534
200,1,336,454
120,1,0,345
198,1,8,133
202,1,490,976
193,1,120,203
98,1,1,475
200,1,336,494
185,1,54,643
200,1,336,551
185,1,54,874
98,1,1,493
198,1,8,277
193,1,120,296
200,1,336,595
203,1,531,534
204,1,35,63
120,1,0,358
203,1,531,726
205,1,212,507
193,1,120,500
204,1,35,220
98,1,1,547
206,1,601,686
207,1,482,575
198,1,8,287
120,1,0,361
204,1,35,246
98,1,1,552
207,1,482,835
205,1,212,662
204,1,35,367
207,1,482,860
193,1,120,533
204,1,35,414
120,1,0,386
120,1,0,427
198,1,8,378
98,1,1,582
98,1,1,612
193,1,120,629
204,1,35,478
98,1,1,651
210,1,373,627
98,1,1,660
193,1,120,688
205,1,212,699
211,1,327,351
198,1,8,515
120,1,0,444
213,1,204,301
205,1,212,997
98,1,1,668
193,1,120,704
211,1,327,895
216,1,650,910
214,1,708,844
198,1,8,630
213,1,204,540
193,1,120,851
120,1,0,449
219,1,48,58
120,1,0,482
214,1,708,888
217,1,192,450
98,1,1,686
198,1,8,749
120,1,0,499
213,1,204,615
220,1,7,10
219,1,48,77
217,1,192,717
98,1,1,819
198,1,8,924
219,1,48,109
220,1,7,14
120,1,0,535
98,1,1,883
217,1,192,764
220,1,7,19
219,1,48,123
213,1,204,848
219,1,48,127
221,1,271,341
98,1,1,899
222,1,656,894
219,1,48,186
98,1,1,901
225,1,609,929
220,1,7,44
220,1,7,79
220,1,7,94
220,1,7,111
220,1,7,114
220,1,7,186
220,1,7,224
220,1,7,332
220,1,7,399
220,1,7,429
220,1,7,457
220,1,7,464
220,1,7,496
220,1,7,566
220,1,7,787
220,1,7,833
226,1,785,964
228,1,239,278
229,1,437,753
221,1,271,580
98,1,1,942
223,1,86,150
120,1,0,539
231,1,250,326
219,1,48,193
223,1,86,273
232,1,686,728
98,1,1,971
120,1,0,550
219,1,48,196
230,1,538,956
233,1,56,103
98,1,1,991
223,1,86,388
237,1,230,278
237,1,230,513
237,1,230,784
238,1,76,95
238,1,76,98
238,1,76,112
238,1,76,113
231,1,250,745
120,1,0,558
233,1,56,165
239,1,30,45
238,1,76,134
235,1,636,711
239,1,30,215
235,1,636,842
238,1,76,168
223,1,86,525
219,1,48,197
233,1,56,376
239,1,30,265
238,1,76,185
241,1,107,383
238,1,76,239
223,1,86,963
239,1,30,307
219,1,48,204
120,1,0,562
233,1,56,396
239,1,30,427
219,1,48,291
120,1,0,594
233,1,56,426
241,1,107,632
239,1,30,440
219,1,48,301
238,1,76,279
233,1,56,451
243,1,418,755
241,1,107,827
120,1,0,612
219,1,48,498
245,1,167,181
239,1,30,645
238,1,76,325
219,1,48,503
241,1,107,897
120,1,0,640
238,1,76,371
233,1,56,759
219,1,48,552
120,1,0,703
245,1,167,192
239,1,30,825
238,1,76,467
248,1,727,928
120,1,0,814
239,1,30,837
219,1,48,678
233,1,56,902
245,1,167,296
120,1,0,829
249,1,272,722
238,1,76,501
120,1,0,842
239,1,30,901
249,1,272,910
233,1,56,937
245,1,167,353
239,1,30,930
219,1,48,684
251,1,554,596
245,1,167,688
238,1,76,713
254,1,317,914
219,1,48,724
253,1,674,773
252,1,498,499
245,1,167,703
120,1,0,845
219,1,48,736
238,1,76,774
252,1,498,960
255,1,287,340
120,1,0,861
256,1,584,705
245,1,167,764
255,1,287,597
245,1,167,780
259,1,406,750
238,1,76,856
262,1,382,648
219,1,48,960
263,1,270,347
258,1,44,138
120,1,0,889
259,1,406,791
245,1,167,822
264,1,421,549
238,1,76,990
263,1,270,348
258,1,44,408
120,1,0,899
263,1,270,455
245,1,167,884
265,1,143,207
120,1,0,986
263,1,270,495
259,1,406,809
245,1,167,987
258,1,44,922
265,1,143,820
266,1,111,114
120,1,0,992
267,1,4,5
263,1,270,691
266,1,111,178
259,1,406,855
269,1,21,31
268,1,504,575
271,1,14,23
268,1,504,823
263,1,270,756
267,1,4,6
272,1,218,243
266,1,111,382
269,1,21,76
268,1,504,880
272,1,218,332
267,1,4,8
274,1,712,756
269,1,21,91
271,1,14,63
266,1,111,399
269,1,21,137
267,1,4,10
276,1,16,29
266,1,111,499
269,1,21,831
279,1,221,342
267,1,4,18
271,1,14,76
278,1,454,494
267,1,4,25
276,1,16,38
266,1,111,749
279,1,221,379
271,1,14,113
276,1,16,55
267,1,4,36
283,1,438,527
267,1,4,79
279,1,221,420
280,1,420,548
267,1,4,84
279,1,221,637
271,1,14,136
278,1,454,610
280,1,420,654
267,1,4,98
284,1,355,393
283,1,438,683
285,1,474,986
276,1,16,59
280,1,420,984
267,1,4,105
271,1,14,182
283,1,438,783
276,1,16,63
288,1,223,683
284,1,355,409
276,1,16,70
287,1,27,54
290,1,129,138
271,1,14,496
267,1,4,130
284,1,355,532
290,1,129,363
288,1,223,854
284,1,355,803
276,1,16,78
276,1,16,81
287,1,27,65
271,1,14,774
291,1,32,33
291,1,32,75
290,1,129,471
276,1,16,86
292,1,98,124
288,1,223,905
287,1,27,73
291,1,32,101
267,1,4,141
290,1,129,553
287,1,27,148
287,1,27,153
293,1,290,439
267,1,4,142
267,1,4,147
276,1,16,100
292,1,98,156
291,1,32,104
267,1,4,198
287,1,27,181
290,1,129,758
276,1,16,107
291,1,32,117
292,1,98,258
290,1,129,961
293,1,290,994
267,1,4,210
292,1,98,336
287,1,27,195
290,1,129,998
287,1,27,223
295,1,145,212
291,1,32,146
294,1,551,626
295,1,145,699
292,1,98,448
276,1,16,124
267,1,4,237
287,1,27,234
291,1,32,152
295,1,145,730
276,1,16,132
267,1,4,289
296,1,108,149
296,1,108,189
292,1,98,832
267,1,4,309
294,1,551,782
276,1,16,144
287,1,27,288
291,1,32,175
296,1,108,236
267,1,4,372
287,1,27,364
276,1,16,150
276,1,16,182
287,1,27,422
298,1,161,243
291,1,32,184
267,1,4,387
296,1,108,411
297,1,468,755
276,1,16,184
287,1,27,505
298,1,161,402
298,1,161,639
296,1,108,529
291,1,32,522
287,1,27,517
300,1,168,209
296,1,108,597
267,1,4,410
298,1,161,785
291,1,32,592
276,1,16,190
296,1,108,706
267,1,4,411
287,1,27,568
300,1,168,219
300,1,168,291
276,1,16,239
291,1,32,602
287,1,27,588
298,1,161,839
267,1,4,435
287,1,27,660
296,1,108,714
291,1,32,716
276,1,16,260
300,1,168,299
296,1,108,734
301,1,360,377
291,1,32,797
267,1,4,497
287,1,27,735
276,1,16,273
296,1,108,826
291,1,32,852
267,1,4,630
301,1,360,811
300,1,168,501
291,1,32,999
302,1,581,593
276,1,16,274
300,1,168,555
287,1,27,854
301,1,360,830
276,1,16,328
303,1,163,228
276,1,16,368
302,1,581,996
267,1,4,698
306,1,804,910
303,1,163,230
300,1,168,575
305,1,834,838
305,1,834,972
276,1,16,417
267,1,4,788
309,1,489,553
304,1,15,26
303,1,163,520
308,1,354,421
300,1,168,886
310,1,716,743
304,1,15,43
312,1,689,798
267,1,4,899
276,1,16,468
313,1,350,462
308,1,354,422
267,1,4,984
276,1,16,480
312,1,689,817
304,1,15,48
318,1,262,635
313,1,350,502
276,1,16,514
318,1,262,925
276,1,16,528
304,1,15,58
317,1,677,747
320,1,77,108
308,1,354,549
313,1,350,521
276,1,16,548
313,1,350,750
320,1,77,201
304,1,15,68
318,1,262,969
308,1,354,579
304,1,15,115
317,1,677,896
276,1,16,550
320,1,77,503
304,1,15,227
321,1,870,911
308,1,354,685
320,1,77,529
322,1,862,914
313,1,350,868
304,1,15,276
320,1,77,908
324,1,295,459
325,1,10,12
304,1,15,314
276,1,16,605
324,1,295,496
325,1,10,14
328,1,185,392
326,1,432,447
276,1,16,624
304,1,15,461
308,1,354,776
325,1,10,22
304,1,15,498
326,1,432,488
304,1,15,562
329,1,131,225
276,1,16,632
335,1,765,827
304,1,15,594
330,1,510,570
328,1,185,856
325,1,10,25
330,1,510,806
329,1,131,232
276,1,16,669
330,1,510,920
276,1,16,709
304,1,15,684
329,1,131,256
335,1,765,922
337,1,306,398
325,1,10,39
338,1,784,946
330,1,510,978
304,1,15,786
329,1,131,389
276,1,16,737
342,1,318,384
325,1,10,44
337,1,306,470
276,1,16,755
343,1,45,110
329,1,131,472
304,1,15,960
325,1,10,98
276,1,16,771
347,1,156,218
349,1,524,795
343,1,45,205
276,1,16,777
325,1,10,138
337,1,306,561
329,1,131,951
343,1,45,215
337,1,306,702
325,1,10,220
351,1,139,708
349,1,524,951
347,1,156,258
347,1,156,446
325,1,10,224
343,1,45,318
276,1,16,811
337,1,306,759
352,1,410,467
347,1,156,590
343,1,45,440
351,1,139,747
276,1,16,891
343,1,45,645
352,1,410,701
276,1,16,952
337,1,306,858
358,1,251,254
276,1,16,986
347,1,156,682
362,1,899,964
343,1,45,812
357,1,162,164
363,1,663,742
325,1,10,242
357,1,162,184
358,1,251,531
359,1,47,66
343,1,45,825
347,1,156,810
343,1,45,930
364,1,667,941
358,1,251,609
357,1,162,208
359,1,47,103
325,1,10,309
343,1,45,934
347,1,156,822
357,1,162,340
343,1,45,944
359,1,47,133
347,1,156,912
357,1,162,366
366,1,678,724
325,1,10,336
367,1,60,94
358,1,251,861
359,1,47,378
368,1,746,994
367,1,60,95
325,1,10,359
359,1,47,399
366,1,678,890
325,1,10,400
357,1,162,518
369,1,452,531
325,1,10,450
359,1,47,426
359,1,47,515
367,1,60,108
357,1,162,700
371,1,205,620
370,1,43,48
369,1,452,543
370,1,43,62
357,1,162,705
325,1,10,465
367,1,60,149
371,1,205,644
359,1,47,530
371,1,205,746
357,1,162,965
370,1,43,65
325,1,10,698
367,1,60,221
375,1,42,49
374,1,166,258
373,1,82,91
325,1,10,715
367,1,60,269
370,1,43,115
375,1,42,97
359,1,47,566
325,1,10,763
375,1,42,106
376,1,558,559
325,1,10,895
373,1,82,137
374,1,166,696
370,1,43,171
379,1,65,85
374,1,166,859
379,1,65,194
373,1,82,281
367,1,60,408
382,1,283,638
382,1,283,843
375,1,42,209
373,1,82,283
380,1,943,985
379,1,65,326
370,1,43,179
367,1,60,511
384,1,28,45
375,1,42,508
367,1,60,567
373,1,82,354
387,1,187,238
383,1,85,99
375,1,42,783
379,1,65,360
387,1,187,306
373,1,82,583
384,1,28,47
375,1,42,882
387,1,187,323
383,1,85,107
370,1,43,251
388,1,503,659
373,1,82,600
370,1,43,254
384,1,28,61
379,1,65,561
387,1,187,819
373,1,82,608
379,1,65,568
383,1,85,173
373,1,82,863
370,1,43,284
388,1,503,912
370,1,43,314
391,1,635,718
379,1,65,751
384,1,28,167
370,1,43,344
392,1,169,226
383,1,85,468
383,1,85,611
379,1,65,892
392,1,169,971
391,1,635,923
397,1,419,450
379,1,65,989
384,1,28,425
370,1,43,348
398,1,773,778
391,1,635,925
393,1,165,176
397,1,419,644
400,1,160,166
401,1,734,826
400,1,160,304
393,1,165,327
405,1,368,412
403,1,416,485
370,1,43,568
409,1,386,407
384,1,28,526
403,1,416,559
411,1,682,810
410,1,268,413
384,1,28,551
370,1,43,599
409,1,386,481
384,1,28,828
411,1,682,961
410,1,268,824
393,1,165,351
412,1,52,70
416,1,188,211
393,1,165,376
393,1,165,586
370,1,43,604
414,1,647,744
384,1,28,934
421,1,231,299
412,1,52,486
416,1,188,406
418,1,102,249
417,1,514,616
370,1,43,625
417,1,514,777
416,1,188,646
370,1,43,694
418,1,102,316
421,1,231,398
418,1,102,433
417,1,514,949
414,1,647,748
422,1,557,745
425,1,322,349
370,1,43,947
412,1,52,494
414,1,647,913
418,1,102,543
426,1,276,445
422,1,557,767
427,1,522,606
425,1,322,524
412,1,52,595
428,1,164,375
412,1,52,640
425,1,322,555
429,1,147,186
418,1,102,576
414,1,647,937
428,1,164,380
429,1,147,241
418,1,102,618
428,1,164,815
412,1,52,675
426,1,276,562
429,1,147,298
427,1,522,609
431,1,127,291
429,1,147,305
432,1,767,907
430,1,280,416
418,1,102,768
412,1,52,761
429,1,147,332
434,1,442,905
430,1,280,571
429,1,147,378
431,1,127,749
435,1,913,935
433,1,201,452
430,1,280,577
433,1,201,673
431,1,127,752
427,1,522,655
434,1,442,959
436,1,550,795
427,1,522,760
430,1,280,613
429,1,147,434
442,1,235,286
436,1,550,889
430,1,280,667
437,1,13,32
427,1,522,879
444,1,358,591
429,1,147,498
446,1,467,803
442,1,235,391
446,1,467,896
448,1,530,874
427,1,522,929
442,1,235,465
429,1,147,641
442,1,235,587
447,1,83,157
437,1,13,34
446,1,467,935
429,1,147,664
442,1,235,754
454,1,461,625
451,1,81,86
453,1,739,926
447,1,83,161
437,1,13,37
451,1,81,144
429,1,147,924
451,1,81,150
456,1,417,490
455,1,528,614
450,1,553,850
456,1,417,545
456,1,417,870
451,1,81,163
447,1,83,187
457,1,345,358
437,1,13,43
451,1,81,191
437,1,13,77
456,1,417,976
455,1,528,681
459,1,351,449
450,1,553,961
451,1,81,211
437,1,13,503
447,1,83,306
437,1,13,633
462,1,590,602
455,1,528,839
460,1,614,781
461,1,583,738
437,1,13,751
464,1,103,165
447,1,83,315
464,1,103,259
451,1,81,228
461,1,583,801
460,1,614,837
447,1,83,330
469,1,541,623
437,1,13,908
464,1,103,426
468,1,172,310
447,1,83,552
451,1,81,230
437,1,13,918
466,1,839,974
447,1,83,564
469,1,541,671
471,1,545,781
470,1,206,363
451,1,81,273
468,1,172,341
464,1,103,516
474,1,286,379
470,1,206,442
469,1,541,741
447,1,83,805
468,1,172,406
451,1,81,514
474,1,286,507
464,1,103,802
468,1,172,479
470,1,206,489
469,1,541,866
474,1,286,519
451,1,81,525
447,1,83,882
464,1,103,808
470,1,206,886
475,1,80,128
451,1,81,585
476,1,331,405
479,1,152,373
451,1,81,782
480,1,130,190
477,1,458,585
468,1,172,791
477,1,458,679
474,1,286,767
479,1,152,522
475,1,80,165
480,1,130,300
451,1,81,963
475,1,80,203
468,1,172,809
480,1,130,435
482,1,84,365
477,1,458,743
475,1,80,395
483,1,657,779
479,1,152,588
481,1,121,126
480,1,130,469
482,1,84,417
479,1,152,593
483,1,657,807
485,1,55,78
482,1,84,418
475,1,80,757
484,1,148,389
480,1,130,658
482,1,84,487
482,1,84,727
485,1,55,83
481,1,121,188
485,1,55,121
485,1,55,157
475,1,80,798
480,1,130,800
484,1,148,416
481,1,121,277
486,1,115,130
479,1,152,720
484,1,148,505
479,1,152,760
481,1,121,533
481,1,121,646
479,1,152,769
485,1,55,164
488,1,153,269
486,1,115,134
490,1,182,245
481,1,121,821
482,1,84,742
479,1,152,770
485,1,55,271
491,1,94,95
488,1,153,285
488,1,153,419
486,1,115,174
491,1,94,119
490,1,182,248
479,1,152,794
494,1,539,577
479,1,152,954
491,1,94,293
486,1,115,218
485,1,55,315
495,1,12,21
485,1,55,375
490,1,182,260
490,1,182,334
486,1,115,251
491,1,94,567
488,1,153,537
485,1,55,401
495,1,12,31
490,1,182,335
486,1,115,254
490,1,182,943
494,1,539,819
495,1,12,34
491,1,94,927
485,1,55,438
488,1,153,729
490,1,182,952
495,1,12,42
485,1,55,527
486,1,115,653
490,1,182,977
485,1,55,564
497,1,457,476
486,1,115,729
485,1,55,574
485,1,55,685
498,1,118,308
486,1,115,800
488,1,153,775
495,1,12,87
496,1,378,379
485,1,55,697
498,1,118,362
499,1,796,803
485,1,55,805
500,1,324,356
488,1,153,866
488,1,153,871
495,1,12,90
496,1,378,515
486,1,115,861
498,1,118,609
500,1,324,367
502,1,281,302
495,1,12,97
498,1,118,731
496,1,378,644
488,1,153,873
504,1,433,696
502,1,281,354
508,1,261,290
495,1,12,229
502,1,281,847
498,1,118,929
496,1,378,924
495,1,12,241
508,1,261,295
485,1,55,821
502,1,281,887
513,1,29,34
495,1,12,331
508,1,261,297
514,1,211,504
513,1,29,38
510,1,88,102
514,1,211,536
508,1,261,627
512,1,50,144
498,1,118,958
508,1,261,697
514,1,211,784
512,1,50,185
510,1,88,140
508,1,261,935
510,1,88,148
512,1,50,191
510,1,88,224
495,1,12,362
514,1,211,880
516,1,544,631
510,1,88,249
515,1,473,687
513,1,29,40
512,1,50,241
512,1,50,255
510,1,88,342
495,1,12,364
516,1,544,743
513,1,29,55
508,1,261,980
513,1,29,96
510,1,88,389
515,1,473,836
495,1,12,391
510,1,88,390
512,1,50,442
516,1,544,804
513,1,29,116
515,1,473,945
516,1,544,852
508,1,261,994
513,1,29,120
512,1,50,538
519,1,31,39
512,1,50,578
495,1,12,455
513,1,29,121
516,1,544,947
510,1,88,734
517,1,334,335
519,1,31,42
495,1,12,460
517,1,334,510
513,1,29,177
519,1,31,74
520,1,241,248
512,1,50,799
495,1,12,476
519,1,31,88
512,1,50,856
520,1,241,298
517,1,334,653
495,1,12,504
510,1,88,826
519,1,31,102
512,1,50,907
513,1,29,183
510,1,88,916
520,1,241,541
495,1,12,541
521,1,787,973
513,1,29,187
524,1,41,51
522,1,244,280
524,1,41,52
519,1,31,106
513,1,29,188
510,1,88,953
495,1,12,546
520,1,241,641
524,1,41,60
524,1,41,82
510,1,88,956
522,1,244,373
495,1,12,641
513,1,29,209
495,1,12,715
519,1,31,118
524,1,41,221
520,1,241,664
513,1,29,216
495,1,12,728
510,1,88,962
524,1,41,267
524,1,41,483
519,1,31,154
513,1,29,226
495,1,12,731
520,1,241,799
519,1,31,160
524,1,41,862
525,1,883,933
513,1,29,238
528,1,110,213
495,1,12,882
519,1,31,173
522,1,244,667
526,1,877,972
520,1,241,907
495,1,12,917
530,1,97,158
513,1,29,250
519,1,31,304
520,1,241,977
528,1,110,282
531,1,247,670
519,1,31,331
530,1,97,481
532,1,220,240
534,1,158,311
531,1,247,789
513,1,29,477
530,1,97,508
528,1,110,318
519,1,31,362
530,1,97,642
535,1,3,7
532,1,220,242
513,1,29,533
534,1,158,329
519,1,31,473
535,1,3,19
519,1,31,474
530,1,97,950
534,1,158,642
513,1,29,560
532,1,220,246
536,1,38,40
532,1,220,478
534,1,158,923
536,1,38,53
519,1,31,649
513,1,29,572
536,1,38,61
519,1,31,687
537,1,51,56
528,1,110,370
541,1,570,802
535,1,3,20
528,1,110,671
513,1,29,574
536,1,38,80
537,1,51,69
535,1,3,23
513,1,29,619
528,1,110,796
537,1,51,396
519,1,31,695
536,1,38,107
542,1,266,436
542,1,266,462
541,1,570,844
513,1,29,631
513,1,29,633
542,1,266,512
519,1,31,768
543,1,916,978
536,1,38,147
537,1,51,483
542,1,266,679
535,1,3,27
513,1,29,646
544,1,104,276
536,1,38,177
519,1,31,875
544,1,104,313
536,1,38,244
542,1,266,680
537,1,51,588
